Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugsCom_Severity,DrugsCom_Text,DrugBank_Severity,DrugBank_Text,Final_Severity,Risk_Score
Betaxolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Betaxolol can be increased when used in combination with Hydrochlorothiazide.",TBD,0.0
Betaxolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
betaxolol  indapamide

Applies to: betaxolol, indapamide

Using betaxolol and indapamide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Betaxolol.",TBD,0.0
Betaxolol,Amiloride,Beta-Blocker,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Betaxolol is combined with Amiloride.",TBD,0.0
Bisoprolol,Metoprolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
metoprolol  bisoprolol

Applies to: metoprolol, bisoprolol

Using metoprolol together with bisoprolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Metoprolol.",TBD,0.0
Bisoprolol,Nebivolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
bisoprolol  nebivolol

Applies to: bisoprolol, nebivolol

Using bisoprolol together with nebivolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Nebivolol.",TBD,0.0
Bisoprolol,Propranolol,Beta-Blocker,Beta-Blocker,Moderate,"Moderate
propranolol  bisoprolol

Applies to: propranolol, bisoprolol

Using propranolol together with bisoprolol may have additive effects causing significant bradycardia (low heart rate) and hypotension (low blood pressure). Talk to your doctor if you have any questions or concerns. Your doctor may be able to prescribe alternatives that do not interact. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Propranolol.",TBD,0.0
Bisoprolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
amLODIPine  bisoprolol

Applies to: amlodipine, bisoprolol

Bisoprolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Bisoprolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
felodipine  bisoprolol

Applies to: felodipine, bisoprolol

Bisoprolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Felodipine can be increased when used in combination with Bisoprolol.",TBD,0.0
Bisoprolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
isradipine  bisoprolol

Applies to: isradipine, bisoprolol

Bisoprolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Isradipine can be increased when used in combination with Bisoprolol.",TBD,0.0
Bisoprolol,Lercanidipine,Beta-Blocker,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

The therapeutic efficacy of Lercanidipine can be increased when used in combination with Bisoprolol.",TBD,0.0
Bisoprolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
NIFEdipine  bisoprolol

Applies to: nifedipine, bisoprolol

Bisoprolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Bisoprolol.",TBD,0.0
Bisoprolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
dilTIAZem  bisoprolol

Applies to: diltiazem, bisoprolol

Using dilTIAZem and bisoprolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Diltiazem can be increased when used in combination with Bisoprolol.",TBD,0.0
Bisoprolol,Verapamil,Beta-Blocker,CCB,Major,"Major
verapamil  bisoprolol

Applies to: verapamil, bisoprolol

Using verapamil and bisoprolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Bisoprolol.",TBD,0.0
Bisoprolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Bisoprolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
indapamide  bisoprolol

Applies to: indapamide, bisoprolol

Using indapamide and bisoprolol together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Bisoprolol.",TBD,0.0
Bisoprolol,Amiloride,Beta-Blocker,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Bisoprolol.",TBD,0.0
Metoprolol,Nebivolol,Beta-Blocker,Beta-Blocker,,No drug-drug interactions found,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Metoprolol,Propranolol,Beta-Blocker,Beta-Blocker,,No drug-drug interactions found,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Propranolol.",TBD,0.0
Metoprolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
metoprolol  amLODIPine

Applies to: metoprolol, amlodipine

Metoprolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Amlodipine.",TBD,0.0
Metoprolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
metoprolol  felodipine

Applies to: metoprolol, felodipine

Metoprolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Metoprolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
metoprolol  isradipine

Applies to: metoprolol, isradipine

Metoprolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Isradipine.",TBD,0.0
Metoprolol,Lercanidipine,Beta-Blocker,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Minor,"DESCRIPTION

The serum concentration of Lercanidipine can be decreased when it is combined with Metoprolol.",TBD,0.0
Metoprolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
NIFEdipine  metoprolol

Applies to: nifedipine, metoprolol

Metoprolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Metoprolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
dilTIAZem  metoprolol

Applies to: diltiazem, metoprolol

Using dilTIAZem and metoprolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Diltiazem.",TBD,0.0
Metoprolol,Verapamil,Beta-Blocker,CCB,Major,"Major
verapamil  metoprolol

Applies to: verapamil, metoprolol

Using verapamil and metoprolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Metoprolol.",TBD,0.0
Metoprolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"Moderate
metoprolol  hydroCHLOROthiazide

Applies to: metoprolol, hydrochlorothiazide

Using metoprolol and hydroCHLOROthiazide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Metoprolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
metoprolol  indapamide

Applies to: metoprolol, indapamide

Using metoprolol and indapamide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Metoprolol.",TBD,0.0
Metoprolol,Amiloride,Beta-Blocker,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Metoprolol is combined with Amiloride.",TBD,0.0
Nebivolol,Propranolol,Beta-Blocker,Beta-Blocker,,No drug-drug interactions found,Moderate,"DESCRIPTION

Propranolol may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Nebivolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
amLODIPine  nebivolol

Applies to: amlodipine, nebivolol

Nebivolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Nebivolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
felodipine  nebivolol

Applies to: felodipine, nebivolol

Nebivolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Felodipine may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Nebivolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
isradipine  nebivolol

Applies to: isradipine, nebivolol

Nebivolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Nebivolol,Lercanidipine,Beta-Blocker,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Nebivolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
NIFEdipine  nebivolol

Applies to: nifedipine, nebivolol

Nebivolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Nebivolol.",TBD,0.0
Nebivolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
dilTIAZem  nebivolol

Applies to: diltiazem, nebivolol

Using dilTIAZem and nebivolol together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Nebivolol.",TBD,0.0
Nebivolol,Verapamil,Beta-Blocker,CCB,Major,"Major
verapamil  nebivolol

Applies to: verapamil, nebivolol

Ask your doctor before using verapamil together with nebivolol. Using these medications together can lower your blood pressure and slow your heart rate. This can cause fatigue, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often if you use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Nebivolol.",TBD,0.0
Nebivolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"Moderate
hydroCHLOROthiazide  nebivolol

Applies to: hydrochlorothiazide, nebivolol

Using hydroCHLOROthiazide and nebivolol together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Nebivolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
indapamide  nebivolol

Applies to: indapamide, nebivolol

Using indapamide and nebivolol together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Nebivolol.",TBD,0.0
Nebivolol,Amiloride,Beta-Blocker,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Nebivolol.",TBD,0.0
Propranolol,Amlodipine,Beta-Blocker,CCB,Moderate,"Moderate
propranolol  amLODIPine

Applies to: propranolol, amlodipine

Propranolol and amLODIPine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Propranolol.",TBD,0.0
Propranolol,Felodipine,Beta-Blocker,CCB,Moderate,"Moderate
propranolol  felodipine

Applies to: propranolol, felodipine

Propranolol and felodipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Propranolol may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Propranolol,Isradipine,Beta-Blocker,CCB,Moderate,"Moderate
propranolol  isradipine

Applies to: propranolol, isradipine

Propranolol and isradipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Propranolol.",TBD,0.0
Propranolol,Lercanidipine,Beta-Blocker,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Lercanidipine may increase the arrhythmogenic activities of Propranolol.",TBD,0.0
Propranolol,Nifedipine,Beta-Blocker,CCB,Moderate,"Moderate
propranolol  NIFEdipine

Applies to: propranolol, nifedipine

Propranolol and NIFEdipine may have additive effects in lowering your blood pressure and heart rate. You may experience headache, dizziness, lightheadedness, fainting, and/or changes in pulse or heart beat. These side effects are most likely to be seen at the beginning of treatment, following a dose increase, or when treatment is restarted after an interruption. Let your doctor know if you develop these symptoms and they do not go away after a few days or they become troublesome. You may need a dose adjustment or more frequent monitoring by your doctor to safely use both medications. Avoid driving or operating hazardous machinery until you know how the medications affect you, and use caution when getting up from a sitting or lying position. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Propranolol.",TBD,0.0
Propranolol,Diltiazem,Beta-Blocker,CCB,Major,"Major
propranolol  dilTIAZem

Applies to: propranolol, diltiazem

Using propranolol and dilTIAZem together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

Diltiazem may increase the arrhythmogenic activities of Propranolol.",TBD,0.0
Propranolol,Verapamil,Beta-Blocker,CCB,Major,"Major
propranolol  verapamil

Applies to: propranolol, verapamil

Using propranolol and verapamil together may lead to increased side effects. This can cause fatigue, headache, fainting, swelling of the extremities, weight gain, shortness of breath, chest pain, increased or decreased heartbeat, or irregular heartbeat. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Propranolol.",TBD,0.0
Propranolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"Moderate
propranolol  hydroCHLOROthiazide

Applies to: propranolol, hydrochlorothiazide

Using propranolol and hydroCHLOROthiazide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",None,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",TBD,0.0
Propranolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"Moderate
propranolol  indapamide

Applies to: propranolol, indapamide

Using propranolol and indapamide together may lower your blood pressure and slow your heart rate. This can cause dizziness, or feeling like you might pass out, weakness, fainting, fast or irregular heartbeats, or loss of blood glucose control. If you take both medications together, tell your doctor if you have any of these symptoms. You may need a dose adjustment or need your blood pressure checked more often to safely use both medications. It is important to tell your doctor about all other medications you use, including vitamins and herbs. Do not stop using any medications without first talking to your doctor.",Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Propranolol.",TBD,0.0
Propranolol,Amiloride,Beta-Blocker,Diuretic,,No drug-drug interactions found,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Propranolol is combined with Amiloride.",TBD,0.0
Amlodipine,Felodipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Felodipine.",TBD,0.0
Amlodipine,Isradipine,CCB,CCB,,No drug-drug interactions found,Moderate,"DESCRIPTION

Isradipine may increase the arrhythmogenic activities of Amlodipine.",TBD,0.0
Amlodipine,Lercanidipine,CCB,CCB,Error,Error: Could not find or click the 'Check Interactions' button with selector: #interaction_list > div > a,Moderate,"DESCRIPTION

Amlodipine may increase the arrhythmogenic activities of Lercanidipine.",TBD,0.0
