Drug_A_Name,Drug_B_Name,Drug_A_Class,Drug_B_Class,DrugBank_Severity,DrugBank_Text,Final_Severity,XAI_Rule_A_Mortality,XAI_Rule_B_Tolerability,XAI_Rule_C_CCB_RAAS_Combo,XAI_Rule_D_Diuretic,XAI_Rule_E_BetaBlocker,XAI_Combined_Clinical_Notes
Betaxolol,Felodipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Felodipine.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Isradipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Isradipine.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Lercanidipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Lercanidipine.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Nifedipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Betaxolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Diltiazem,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Betaxolol may increase the arrhythmogenic activities of Diltiazem.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Verapamil,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Betaxolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,Moderate,"DESCRIPTION

The therapeutic efficacy of Betaxolol can be increased when used in combination with Hydrochlorothiazide.",Moderate,,,,"Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Betaxolol.",Moderate,,,,"Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Betaxolol,Amiloride,Beta-Blocker,Diuretic,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Betaxolol is combined with Amiloride.",Minor,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Metoprolol,Beta-Blocker,Beta-Blocker,Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Metoprolol.",Major,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Nebivolol,Beta-Blocker,Beta-Blocker,Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Nebivolol.",Major,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Propranolol,Beta-Blocker,Beta-Blocker,Major,"DESCRIPTION

The risk or severity of adverse effects can be increased when Bisoprolol is combined with Propranolol.",Major,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Amlodipine,Beta-Blocker,CCB,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Felodipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The therapeutic efficacy of Felodipine can be increased when used in combination with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Isradipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The therapeutic efficacy of Isradipine can be increased when used in combination with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Lercanidipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The therapeutic efficacy of Lercanidipine can be increased when used in combination with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Nifedipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of congestive heart failure and hypotension can be increased when Nifedipine is combined with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Diltiazem,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The therapeutic efficacy of Diltiazem can be increased when used in combination with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Verapamil,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Bisoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,"Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Bisoprolol.",Moderate,,,,"Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Bisoprolol,Amiloride,Beta-Blocker,Diuretic,Minor,"DESCRIPTION

The risk or severity of adverse effects can be increased when Amiloride is combined with Bisoprolol.",Minor,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Nebivolol,Beta-Blocker,Beta-Blocker,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Nebivolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Propranolol,Beta-Blocker,Beta-Blocker,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Propranolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Amlodipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Amlodipine.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Felodipine,Beta-Blocker,CCB,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Isradipine,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Isradipine.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Lercanidipine,Beta-Blocker,CCB,Minor,"DESCRIPTION

The serum concentration of Lercanidipine can be decreased when it is combined with Metoprolol.",Minor,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Nifedipine,Beta-Blocker,CCB,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Diltiazem,Beta-Blocker,CCB,Moderate,"DESCRIPTION

Metoprolol may increase the arrhythmogenic activities of Diltiazem.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Verapamil,Beta-Blocker,CCB,Moderate,"DESCRIPTION

The risk or severity of adverse effects can be increased when Verapamil is combined with Metoprolol.",Moderate,,,,,"Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Hydrochlorothiazide,Beta-Blocker,Diuretic,,"Warning: 

There were no interactions found. It does not necessarily mean that no interactions exist.",NoInteraction,,,,"Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Hydrochlorothiazide (HCTZ) has inferior cardiovascular protection compared to Indapamide. Meta-analyses show HCTZ fails to significantly reduce mortality, stroke, or heart failure. Consider switching to Indapamide for superior outcomes (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
Metoprolol,Indapamide,Beta-Blocker,Diuretic,Moderate,"DESCRIPTION

The therapeutic efficacy of Indapamide can be increased when used in combination with Metoprolol.",Moderate,,,,"Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).","Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022).","[RULE D - Diuretic Efficacy] Clinical Note: Indapamide is prioritized over Hydrochlorothiazide (HCTZ) because meta-analyses demonstrate it significantly reduces all-cause mortality, stroke, and heart failure, whereas HCTZ fails to consistently show these benefits and offers inferior 24-hour blood pressure control (Source: Roush et al., 2015; Mishra, 2016; Burnier et al., 2019).

[RULE E - Beta-Blocker Phenotype] Clinical Note: Beta-blockers are one of the five major antihypertensive classes, specifically indicated for patients with a fast resting heart rate (>80 bpm) to target sympathetic overactivity (stress signals). They are also preferred for managing comorbidities like anxiety or arrhythmias (Source: Mahfoud et al., 2024; Mancia et al., 2022)."
